Player name,position,Games,At-bat,Runs,Hits,Double (2B),third baseman,home run,run batted in,a walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Percentage,Slugging Percentage,On-base Plus Slugging
K McReynolds,LF,1502,5423,727,1439,284,35,211,807,522,707,93,32,0.265,0.328,0.447,0.775
L Wagner,LF,1352,4426,636,1202,150,15,211,669,435,656,54,24,0.272,0.34,0.455,0.795
W Post,RF,1205,4007,594,1064,194,28,210,699,331,813,19,13,0.266,0.323,0.485,0.808
R Petrocelli,SS,1553,5390,653,1352,237,22,210,773,661,926,10,22,0.251,0.332,0.42,0.752
R Alomar,2B,2379,9073,1508,2724,504,80,210,1134,1032,1140,474,114,0.3,0.371,0.443,0.814
B Anderson,RF,1834,6499,1062,1661,338,67,210,761,960,1190,315,100,0.256,0.362,0.425,0.787
P Nevin,3B,1217,4188,584,1131,209,6,208,743,449,1019,18,5,0.27,0.343,0.472,0.815
J Thompson,1B,1418,4802,640,1253,204,12,208,782,816,862,8,7,0.261,0.366,0.438,0.804
D White,CF,1941,7344,1125,1934,378,71,208,846,541,1526,346,98,0.263,0.319,0.419,0.738
C Blackmon,RF,1408,5373,884,1597,288,58,208,712,403,1004,138,56,0.297,0.355,0.489,0.844
K Puckett,CF,1783,7244,1071,2304,414,57,207,1085,450,965,134,76,0.318,0.36,0.477,0.837
R Zisk,RF,1453,5144,681,1477,245,26,207,792,533,910,8,15,0.287,0.353,0.466,0.819
G Bell,CF,1741,6478,865,1823,311,66,206,942,470,636,30,31,0.281,0.33,0.445,0.775
F Alou,RF,2082,7339,985,2101,359,49,206,852,423,706,107,67,0.286,0.328,0.433,0.761
P Incaviglia,LF,1284,4233,546,1043,194,21,206,655,360,1277,33,26,0.246,0.31,0.448,0.758
J Medwick,LF,1984,7635,1198,2471,540,113,205,1383,437,551,42,--,0.324,0.362,0.505,0.867
J Cruz Jr.,CF,1388,4724,713,1167,252,36,204,624,658,1147,113,39,0.247,0.337,0.445,0.782
R Carty,LF,1651,5606,712,1677,278,17,204,890,642,663,21,26,0.299,0.369,0.464,0.833
W Joyner,1B,2033,7127,973,2060,409,26,204,1106,833,825,60,39,0.289,0.362,0.44,0.802
R Hebner,3B,1908,6144,865,1694,273,57,203,890,687,741,38,40,0.276,0.352,0.438,0.79
M Moustakas,1B,1317,4711,553,1165,259,6,203,635,378,874,21,10,0.247,0.308,0.434,0.742
B Dickey,C,1789,6300,930,1969,343,72,202,1209,678,289,36,29,0.313,0.382,0.486,0.868
S Gordon,LF,1475,4992,735,1415,220,43,202,805,731,356,19,5,0.283,0.377,0.466,0.843
C Everett,CF,1405,4809,707,1304,258,26,202,791,442,1021,107,54,0.271,0.341,0.462,0.803
T Hundley,C,1225,3769,495,883,167,7,202,599,453,988,14,11,0.234,0.32,0.443,0.763
B White,1B,1673,5972,843,1706,278,65,202,870,596,927,103,68,0.286,0.351,0.455,0.806
J Peralta,SS,1798,6599,841,1761,376,24,202,873,606,1450,17,27,0.267,0.329,0.423,0.752
B Bell,3B,2405,8995,1151,2514,425,56,201,1106,836,776,55,79,0.279,0.341,0.406,0.747
G Tenace,C,1555,4390,653,1060,179,20,201,674,984,998,36,42,0.241,0.388,0.429,0.817
D Mincher,1B,1400,4026,530,1003,176,16,200,643,606,668,24,32,0.249,0.348,0.45,0.798
J Hamilton,CF,1027,3909,609,1134,234,24,200,701,352,938,50,16,0.29,0.349,0.516,0.865
A Lind,1B,1344,4577,588,1247,259,12,200,723,393,945,7,5,0.272,0.33,0.465,0.795
O Gamble,OF,1584,4502,656,1195,188,31,200,666,610,544,47,37,0.265,0.356,0.454,0.81
B Freehan,C,1774,6073,706,1591,241,35,200,758,626,753,24,21,0.262,0.34,0.412,0.752
J Uribe,SS,1826,6161,724,1568,323,43,199,816,388,1224,48,39,0.255,0.301,0.418,0.719
J Jensen,RF,1438,5236,810,1463,259,45,199,929,750,546,143,55,0.279,0.369,0.46,0.829
C Cedeno,CF,2006,7310,1084,2087,436,60,199,976,664,938,550,179,0.285,0.347,0.443,0.79
K Schwarber,LF,822,2795,471,649,111,11,199,445,424,923,22,12,0.232,0.338,0.493,0.831
B Larkin,SS,2180,7937,1329,2340,441,76,198,960,939,817,379,77,0.295,0.371,0.444,0.815
R White,LF,1474,5357,756,1519,296,34,198,768,360,925,94,47,0.284,0.336,0.462,0.798
D Henderson,CF,1538,5130,710,1324,286,17,197,708,465,1105,50,38,0.258,0.32,0.436,0.756
M Cuddyer,RF,1536,5488,809,1522,333,42,197,794,527,1101,75,22,0.277,0.344,0.461,0.805
D McAuliffe,2B,1763,6185,888,1530,231,71,197,697,882,974,63,59,0.247,0.343,0.403,0.746
M Ozuna,LF,1166,4434,583,1187,201,20,197,677,379,1044,28,14,0.268,0.326,0.455,0.781
E Hosmer,1B,1660,6262,805,1731,319,20,196,879,556,1212,76,30,0.276,0.336,0.428,0.764
C Johnson,DH,1369,3945,539,1016,188,10,196,699,568,719,9,12,0.258,0.355,0.459,0.814
J Smoak,1B,1286,4153,505,951,196,2,196,570,552,1122,3,3,0.229,0.322,0.419,0.741
K Williams,OF,1398,4862,862,1552,285,77,196,913,566,287,154,106,0.319,0.393,0.53,0.923
A Cabrera,SS,1822,6632,886,1763,401,28,195,869,589,1330,91,32,0.266,0.329,0.423,0.752
T Harrah,3B,2155,7402,1115,1954,307,40,195,918,1154,868,238,94,0.264,0.365,0.395,0.76
J Willingham,LF,1147,3912,564,988,216,15,195,632,553,1036,35,9,0.253,0.358,0.465,0.823
J Bell,SS,2063,7398,1123,1963,394,67,195,860,853,1443,91,60,0.265,0.343,0.416,0.759
J Heath,LF,1383,4937,777,1447,279,102,194,887,593,670,56,47,0.293,0.37,0.509,0.879
R Branyan,3B,1059,2934,405,682,143,8,194,467,403,1118,16,4,0.232,0.329,0.485,0.814
J Varitek,C,1546,5099,664,1307,306,14,193,757,614,1216,25,18,0.256,0.341,0.435,0.776
A Otis,CF,1998,7299,1092,2020,374,66,193,1007,757,1008,341,93,0.277,0.343,0.425,0.768
A Rosen,3B,1044,3725,603,1063,165,20,192,717,587,385,39,33,0.285,0.384,0.495,0.879
J Ram?rez,3B,1141,4163,699,1159,291,33,192,666,475,575,175,42,0.278,0.354,0.503,0.857
J Altuve,2B,1578,6305,986,1935,379,29,192,696,509,840,279,81,0.307,0.362,0.468,0.83
C Furillo,RF,1806,6378,895,1910,324,56,192,1058,514,436,48,26,0.299,0.355,0.458,0.813
R Durham,2B,1975,7408,1249,2054,440,79,192,875,820,1201,273,97,0.277,0.352,0.436,0.788
B Dozier,2B,1144,4316,664,1055,231,21,192,561,488,973,105,36,0.244,0.325,0.441,0.766
R Martin,C,1693,5701,803,1416,255,9,191,771,792,1211,101,51,0.248,0.349,0.397,0.746
H McRae,DH,2084,7218,940,2091,484,66,191,1097,648,779,109,78,0.29,0.351,0.454,0.805
C Young,CF,1465,4710,668,1109,288,24,191,590,520,1192,142,46,0.235,0.314,0.428,0.742
G Davis,1B,1015,3719,510,965,177,13,190,603,370,613,28,11,0.259,0.332,0.467,0.799
W Jones,3B,1691,5826,786,1502,252,33,190,812,755,541,40,17,0.258,0.343,0.41,0.753
A Gordon,LF,1753,6391,867,1643,357,26,190,749,684,1535,113,45,0.257,0.338,0.41,0.748
E Lombardi,C,1852,5855,601,1792,277,27,190,990,430,262,8,--,0.306,0.358,0.46,0.818
C Keller,LF,1170,3790,725,1085,166,72,189,760,784,499,45,23,0.286,0.41,0.518,0.928
P Wilson,CF,1108,4003,573,1055,221,16,189,668,350,1085,124,55,0.264,0.329,0.468,0.797
J Snow,1B,1716,5641,798,1509,293,19,189,877,760,1142,20,23,0.268,0.357,0.427,0.784
N Markakis,RF,2154,8302,1119,2388,514,22,189,1046,891,1230,66,32,0.288,0.357,0.423,0.78
B Bailey,3B,1931,6082,772,1564,234,43,189,773,852,1126,85,83,0.257,0.347,0.403,0.75
J Hardy,SS,1561,5805,718,1488,291,14,188,688,411,960,8,9,0.256,0.305,0.408,0.713
D Porter,C,1782,5539,765,1369,237,48,188,826,905,1025,39,37,0.247,0.354,0.409,0.763
B Surhoff,LF,2313,8258,1062,2326,440,42,188,1153,640,839,141,84,0.282,0.332,0.413,0.745
A Pierzynski,C,2059,7290,807,2043,407,24,188,909,308,895,15,23,0.28,0.319,0.42,0.739
B Higginson,LF,1362,4910,736,1336,270,33,187,709,649,796,91,53,0.272,0.358,0.455,0.813
M Stanley,C,1467,4222,625,1138,220,7,187,702,652,929,13,4,0.27,0.37,0.458,0.828
M Semien,2B,1184,4589,686,1171,240,29,187,568,445,1001,107,34,0.255,0.321,0.442,0.763
G Hill,RF,1162,3715,528,1005,187,21,186,586,270,845,96,38,0.271,0.321,0.482,0.803
R Aurilia,SS,1652,5721,745,1576,301,22,186,756,450,861,23,18,0.275,0.328,0.433,0.761
M Minoso,LF,1835,6579,1136,1963,336,83,186,1023,814,584,205,130,0.298,0.389,0.459,0.848
M Moreland,1B,1260,4071,527,1020,219,9,186,618,385,975,11,5,0.251,0.318,0.446,0.764
A Trammell,SS,2293,8288,1231,2365,412,55,185,1003,850,874,236,109,0.285,0.352,0.415,0.767
C Chambliss,1B,2175,7571,912,2109,392,42,185,972,632,926,40,35,0.279,0.334,0.415,0.749
M Young,SS,1970,7918,1137,2375,441,60,185,1030,575,1235,90,30,0.3,0.346,0.441,0.787
B Jordan,RF,1456,5160,755,1454,267,37,184,821,353,842,119,48,0.282,0.333,0.455,0.788
C Gehringer,2B,2323,8860,1775,2839,574,146,184,1427,1186,372,181,89,0.32,0.404,0.48,0.884
B Watson,1B,1831,6185,802,1826,307,41,184,989,653,796,27,28,0.295,0.364,0.447,0.811
F Lindor,SS,1068,4236,680,1172,233,23,184,582,406,731,125,37,0.277,0.342,0.473,0.815
H Heilmann,RF,2146,7787,1291,2660,542,151,183,1539,856,550,113,64,0.342,0.41,0.52,0.93
T Henrich,RF,1284,4603,901,1297,269,73,183,795,712,383,37,19,0.282,0.382,0.491,0.873
W Davis,CF,2429,9174,1217,2561,395,138,182,1053,418,977,398,131,0.279,0.311,0.412,0.723
S Balboni,1B,960,3120,351,714,127,11,181,495,273,856,1,2,0.229,0.293,0.451,0.744
I Desmond,SS,1478,5442,724,1432,277,37,181,711,387,1402,181,56,0.263,0.315,0.427,0.742
B Herman,RF,1553,5603,882,1818,399,110,181,997,520,553,94,0,0.324,0.383,0.532,0.915
N Castellanos,RF,1225,4644,599,1285,308,35,181,658,325,1166,21,18,0.277,0.327,0.475,0.802
S Chapman,CF,1368,4988,754,1329,210,52,180,773,562,682,41,38,0.266,0.342,0.438,0.78
W Held,SS,1390,4019,524,963,150,22,179,559,508,944,14,11,0.24,0.331,0.421,0.752
D Crandall,C,1573,5026,585,1276,179,18,179,657,424,477,26,28,0.254,0.312,0.404,0.716
J Rudi,LF,1547,5556,684,1468,287,39,179,810,369,870,25,15,0.264,0.311,0.427,0.738
J Gentile,1B,936,2922,434,759,113,6,179,549,475,663,3,1,0.26,0.368,0.486,0.854
J Gallo,OF,755,2374,403,474,90,9,179,390,418,1052,29,8,0.2,0.325,0.471,0.796
T Lazzeri,2B,1740,6297,986,1840,334,115,178,1191,869,864,148,79,0.292,0.38,0.467,0.847
H Clift,3B,1582,5730,1070,1558,309,62,178,829,1070,713,69,43,0.272,0.39,0.441,0.831
Y Grandal,C,1122,3575,477,848,160,7,178,534,621,994,12,7,0.237,0.351,0.435,0.786
M Olson,1B,740,2675,412,669,146,1,178,479,349,730,7,2,0.25,0.343,0.505,0.848
C Cron,1B,982,3427,435,896,184,10,178,574,253,865,10,8,0.261,0.323,0.477,0.8
R Kittle,LF,843,2708,356,648,100,3,176,460,236,744,16,16,0.239,0.306,0.473,0.779
Y Molina,C,2226,7817,777,2168,408,7,176,1022,542,922,71,37,0.277,0.327,0.399,0.726
D Money,3B,1720,6214,798,1623,302,36,176,729,600,865,80,51,0.261,0.328,0.406,0.734
R Grichuk,RF,1024,3534,471,874,199,24,175,512,207,990,25,16,0.247,0.293,0.466,0.759
H Matsui,LF,1236,4442,656,1253,249,12,175,760,547,689,13,9,0.282,0.36,0.462,0.822
B Belt,1B,1312,4397,628,1147,268,36,175,584,618,1209,47,21,0.261,0.356,0.458,0.814
T Story,2B,839,3179,516,853,202,27,174,516,298,987,113,30,0.268,0.336,0.513,0.849
C Yelich,LF,1253,4730,798,1355,261,31,174,630,656,1192,157,32,0.286,0.376,0.465,0.841
R Odor,2B,1096,3909,521,902,177,29,174,550,253,1008,68,51,0.231,0.287,0.424,0.711
B Buckner,1B,2517,9397,1077,2715,498,49,174,1208,450,453,183,73,0.289,0.321,0.408,0.729
J Schoop,3B,1135,4187,542,1066,210,7,174,537,183,996,15,4,0.255,0.294,0.433,0.727
J Franco,SS,2527,8677,1285,2586,407,54,173,1194,917,1341,281,107,0.298,0.365,0.417,0.782
W Cooper,C,1473,4702,573,1341,240,40,173,812,309,357,18,1,0.285,0.332,0.464,0.796
K Calhoun,RF,1196,4291,618,1042,198,18,173,557,437,1089,34,16,0.243,0.316,0.418,0.734
M Grace,1B,2245,8065,1179,2445,511,45,173,1146,1075,642,70,48,0.303,0.383,0.442,0.825
N Colbert,1B,1004,3422,481,833,141,25,173,520,383,902,52,31,0.243,0.322,0.451,0.773
J Pederson,1B,1023,2976,460,705,150,13,173,436,387,831,22,23,0.237,0.334,0.47,0.804
E Robinson,1B,1315,4282,546,1146,172,24,172,723,521,359,10,12,0.268,0.353,0.44,0.793
M Vernon,1B,2409,8731,1196,2495,490,120,172,1311,955,869,137,90,0.286,0.359,0.428,0.787
K Bryant,RF,930,3463,623,969,217,19,172,502,462,938,44,20,0.28,0.377,0.502,0.879
M Mora,3B,1556,5422,794,1503,283,19,171,754,520,953,93,55,0.277,0.35,0.431,0.781
R Hidalgo,CF,987,3459,531,929,214,19,171,560,358,737,48,34,0.269,0.345,0.49,0.835
D Young,1B,1364,4762,648,1389,301,29,171,683,407,871,25,22,0.292,0.351,0.475,0.826
J Cronin,SS,2124,7579,1232,2285,515,118,170,1424,1059,700,87,71,0.301,0.39,0.468,0.858
T Raines,LF,2502,8872,1571,2605,430,113,170,980,1330,966,808,146,0.294,0.385,0.425,0.81
K Millar,1B,1427,4688,648,1284,296,15,170,699,564,838,7,9,0.274,0.358,0.452,0.81
M Carpenter,1B,1379,4538,780,1194,311,28,170,616,719,1108,27,17,0.263,0.369,0.456,0.825
B Elliott,3B,1978,7141,1064,2061,382,94,170,1195,967,604,60,2,0.289,0.375,0.44,0.815
J Hart,3B,1125,3783,518,1052,148,29,170,578,380,573,17,17,0.278,0.345,0.467,0.812
E Slaughter,RF,2380,7946,1247,2383,413,148,169,1304,1018,538,71,15,0.3,0.382,0.453,0.835
R Hernandez,C,1526,5105,580,1345,262,8,169,757,430,734,9,5,0.263,0.327,0.417,0.744
L Moseby,CF,1587,5815,869,1494,273,66,169,737,616,1135,280,93,0.257,0.332,0.414,0.746
T Wigginton,3B,1362,4479,558,1170,245,14,169,594,371,891,42,23,0.261,0.323,0.435,0.758
P O'Brien,1B,1567,5437,654,1421,254,21,169,736,641,563,24,34,0.261,0.336,0.409,0.745
A Rios,RF,1691,6419,885,1778,374,63,169,794,400,1117,253,77,0.277,0.321,0.434,0.755
J Hernandez,SS,1587,4618,623,1166,193,33,168,603,384,1391,41,38,0.252,0.312,0.418,0.73
G Triandos,C,1206,3907,389,954,147,6,167,608,440,636,1,0,0.244,0.322,0.413,0.735
B Zobrist,2B,1651,5880,884,1566,349,44,167,768,832,994,116,49,0.266,0.357,0.426,0.783
C Blake,3B,1265,4500,644,1186,264,18,167,616,445,1037,36,37,0.264,0.336,0.442,0.778
C Johnson,C,1188,3836,465,940,211,4,167,570,475,997,6,10,0.245,0.33,0.433,0.763
E Howard,C,1605,5363,619,1471,218,50,167,762,373,786,9,14,0.274,0.322,0.427,0.749
D Murphy,CF,1360,4347,648,1069,139,20,166,609,747,953,100,61,0.246,0.356,0.402,0.758
P Sorrento,1B,1093,3412,454,876,176,5,166,565,426,844,8,15,0.257,0.34,0.457,0.797
B Robinson,LF,1472,4364,536,1127,229,29,166,641,263,820,71,49,0.258,0.3,0.438,0.738
T Conigliaro,RF,876,3221,464,849,139,23,166,516,287,629,20,23,0.264,0.327,0.476,0.803
J B?ez,SS,1009,3605,515,937,187,23,166,532,183,1103,90,32,0.26,0.302,0.463,0.765
C Rasmus,CF,1092,3704,536,891,183,21,166,491,362,1106,35,17,0.241,0.31,0.436,0.746
L Hisle,CF,1197,4205,652,1146,193,32,166,674,462,941,128,61,0.273,0.347,0.452,0.799
Y Cespedes,LF,834,3191,475,870,173,24,165,528,240,742,43,20,0.273,0.327,0.497,0.824
J Cruz,LF,2353,7917,1036,2251,391,94,165,1077,898,1031,317,136,0.284,0.354,0.42,0.774
J Jones,LF,1302,4594,632,1272,255,19,165,630,314,949,82,45,0.277,0.326,0.448,0.774
A Duvall,CF,833,2784,388,645,140,14,165,486,204,868,18,12,0.232,0.291,0.47,0.761
A Van Slyke,CF,1658,5711,835,1562,293,91,164,792,667,1063,245,59,0.274,0.349,0.443,0.792
C Hafey,LF,1283,4625,777,1466,341,67,164,833,372,477,70,7,0.317,0.372,0.526,0.898
J Turner,1B,1396,4534,656,1312,293,9,164,664,464,771,41,10,0.289,0.366,0.466,0.832
J Lemon,RF,1010,3445,446,901,121,35,164,529,363,787,13,18,0.262,0.332,0.46,0.792
C Washington,RF,1912,6787,926,1884,334,69,164,824,468,1266,312,134,0.278,0.325,0.42,0.745
H Bauer,RF,1544,5145,833,1424,229,57,164,703,521,638,50,33,0.277,0.346,0.439,0.785
B Upton,CF,1469,5175,723,1260,262,32,164,586,589,1561,300,92,0.243,0.321,0.402,0.723
A Smith,RF,1518,5357,843,1458,258,46,164,676,674,768,67,43,0.272,0.358,0.429,0.787
A Seminick,C,1304,3921,495,953,139,26,164,556,582,780,23,7,0.243,0.347,0.417,0.764
R Smalley,SS,1653,5657,745,1454,244,25,163,694,770,908,27,34,0.257,0.345,0.395,0.74
B Madlock,3B,1806,6594,920,2008,348,34,163,860,605,510,174,90,0.305,0.365,0.442,0.807
D Demeter,CF,1109,3443,467,912,147,17,163,563,180,658,22,25,0.265,0.307,0.459,0.766
K Keltner,3B,1526,5683,737,1570,308,69,163,852,514,480,39,33,0.276,0.338,0.441,0.779
D Easley,2B,1706,5484,735,1386,287,27,163,684,510,935,114,56,0.253,0.329,0.404,0.733
A Hill,2B,1559,5646,736,1501,325,22,162,695,443,847,74,35,0.266,0.323,0.417,0.74
J Gomes,LF,1203,3456,495,835,157,14,162,526,417,1088,50,24,0.242,0.333,0.436,0.769
A Ethier,RF,1455,4800,641,1367,303,34,162,687,519,938,29,28,0.285,0.359,0.463,0.822
T Steinbach,C,1546,5369,638,1453,273,21,162,745,418,938,23,22,0.271,0.326,0.42,0.746
K Hernandez,1B,2088,7370,1124,2182,426,60,162,1071,1070,1012,98,63,0.296,0.384,0.436,0.82
P ?lvarez,3B,910,2980,365,704,131,6,162,472,314,952,15,3,0.236,0.31,0.447,0.757
M San?,1B,694,2502,386,585,123,6,162,418,333,1042,5,3,0.234,0.326,0.482,0.808
C Boyer,3B,1725,5780,645,1396,200,33,162,654,470,931,41,28,0.242,0.299,0.372,0.671
C Hart,RF,1048,3729,549,1009,221,33,162,538,286,853,85,40,0.271,0.329,0.478,0.807
J Samuel,2B,1720,6081,873,1578,287,102,161,703,440,1442,396,143,0.259,0.315,0.42,0.735
R Weeks Jr.,2B,1324,4417,733,1087,219,33,161,474,533,1230,132,32,0.246,0.344,0.42,0.764
T Phillips,2B,2161,7617,1300,2023,360,50,160,819,1319,1499,177,114,0.266,0.374,0.389,0.763
B Melton,3B,1144,3971,496,1004,162,9,160,591,480,669,23,24,0.253,0.337,0.419,0.756
F White,2B,2324,7859,912,2006,407,58,160,886,412,1035,178,83,0.255,0.293,0.383,0.676
P Rose,1B,3562,14053,2165,4256,746,135,160,1314,1566,1143,198,149,0.303,0.375,0.409,0.784
H Rodriguez,LF,950,3031,389,784,176,9,160,523,276,803,10,14,0.259,0.321,0.481,0.802
A Davis,1B,1206,4240,568,1189,220,10,160,683,685,558,7,16,0.28,0.38,0.45,0.83
J Francoeur,RF,1481,5260,626,1373,281,27,160,698,284,1080,54,39,0.261,0.303,0.416,0.719
R White,LF,1881,6650,964,1803,300,51,160,758,934,709,233,118,0.271,0.36,0.404,0.764
B Moss,1B,1016,3133,419,742,159,17,160,473,328,968,11,11,0.237,0.314,0.452,0.766
J Heyward,CF,1581,5530,781,1422,269,39,159,641,644,1101,118,40,0.257,0.339,0.406,0.745
J Hickman,RF,1421,3974,518,1002,163,25,159,560,491,832,17,19,0.252,0.335,0.426,0.761
M Byrd,CF,1573,5579,740,1534,311,39,159,710,382,1234,56,31,0.275,0.329,0.43,0.759
D Clendenon,1B,1362,4648,594,1273,192,57,159,682,379,1140,90,57,0.274,0.328,0.442,0.77
C Carter,1B,750,2469,334,536,107,5,158,400,327,951,12,5,0.217,0.312,0.456,0.768
B Posey,C,1371,4970,663,1500,293,9,158,729,540,721,23,9,0.302,0.372,0.46,0.832
E Escobar,3B,1269,4419,562,1121,241,41,158,605,334,972,21,17,0.254,0.307,0.434,0.741
X Bogaerts,SS,1268,4848,755,1416,310,15,158,688,463,989,74,17,0.292,0.356,0.46,0.816
H Renfroe,RF,704,2453,347,587,131,4,157,394,202,698,14,4,0.239,0.299,0.488,0.787
A Gonzalez,SS,1609,5776,667,1418,332,31,157,690,300,1168,30,22,0.245,0.29,0.395,0.685
K McMullen,3B,1583,5131,568,1273,172,26,156,606,510,815,20,19,0.248,0.316,0.383,0.699
J Encarnacion,RF,1259,4685,618,1264,242,46,156,667,288,853,127,59,0.27,0.317,0.441,0.758
L Duda,1B,958,3098,387,741,171,4,156,470,394,879,6,7,0.239,0.334,0.448,0.782
A Rendon,3B,1075,4002,639,1138,279,16,156,636,500,719,47,16,0.284,0.367,0.479,0.846
B Meusel,LF,1407,5475,826,1693,368,95,156,1067,375,619,142,102,0.309,0.356,0.497,0.853
D Rader,3B,1465,5186,631,1302,245,39,155,722,528,1055,37,33,0.251,0.322,0.403,0.725
E Bailey,C,1212,3581,432,915,128,15,155,540,545,577,17,18,0.256,0.355,0.429,0.784
K Johnson,2B,1399,4543,632,1140,230,40,155,550,516,1145,87,36,0.251,0.33,0.422,0.752
D Lopes,2B,1811,6354,1023,1671,232,50,155,614,833,852,557,114,0.263,0.349,0.388,0.737
S Lollar,C,1752,5351,623,1415,244,14,155,808,671,453,20,10,0.264,0.357,0.402,0.759
C Correa,SS,891,3359,509,935,186,9,155,553,409,785,33,9,0.278,0.357,0.478,0.835
G Sanchez,C,666,2351,341,530,102,2,154,401,260,718,6,2,0.225,0.311,0.467,0.778
C Quentin,LF,834,2790,416,702,173,6,154,491,298,516,16,9,0.252,0.347,0.484,0.831
R Ludwick,RF,1065,3549,454,923,201,8,154,587,339,888,17,20,0.26,0.33,0.451,0.781
J King,3B,1200,4262,600,1091,222,18,154,709,442,584,75,32,0.256,0.324,0.425,0.749
B Terry,1B,1720,6428,1120,2193,373,112,154,1078,537,449,56,6,0.341,0.393,0.506,0.899
P Sandoval,1B,1380,4609,548,1279,262,21,153,639,357,757,12,13,0.278,0.33,0.443,0.773
T Tresh,LF,1192,4251,595,1041,179,34,153,530,550,698,45,25,0.245,0.335,0.411,0.746
J Northrup,RF,1392,4692,603,1254,218,42,153,610,449,635,39,38,0.267,0.333,0.429,0.762
H Blalock,3B,936,3567,507,959,198,17,153,542,313,720,14,7,0.269,0.329,0.463,0.792
D Driessen,1B,1732,5479,746,1464,282,23,153,763,761,719,154,63,0.267,0.356,0.411,0.767
W Myers,RF,1066,3709,523,942,208,14,153,521,408,1126,105,32,0.254,0.328,0.441,0.769
T Davis,LF,1999,7223,811,2121,272,35,153,1052,381,754,136,59,0.294,0.329,0.405,0.734
K Griffey,RF,2097,7229,1129,2143,364,77,152,859,719,898,200,83,0.296,0.359,0.431,0.79
W Dropo,1B,1288,4124,478,1113,168,22,152,704,328,582,5,6,0.27,0.326,0.432,0.758
E Sprague,3B,1203,4095,506,1010,225,12,152,558,358,833,6,12,0.247,0.318,0.419,0.737
C Bellinger,CF,748,2638,434,652,134,19,152,423,328,695,62,14,0.247,0.331,0.485,0.816
B Inge,3B,1532,5014,563,1166,228,38,152,648,443,1306,45,40,0.233,0.301,0.384,0.685
C Lansford,3B,1862,7158,1007,2074,332,40,151,874,553,719,224,104,0.29,0.343,0.411,0.754
C Hoiles,C,894,2820,415,739,122,2,151,449,435,616,5,7,0.262,0.366,0.467,0.833
J Fregosi,SS,1902,6523,844,1726,264,78,151,706,715,1097,76,40,0.265,0.338,0.398,0.736
R Boone,3B,1373,4589,645,1260,162,46,151,737,608,463,21,19,0.275,0.361,0.429,0.79
L Overbay,1B,1587,5102,645,1355,356,12,151,675,638,1108,19,7,0.266,0.347,0.429,0.776
M Lieberthal,C,1212,4218,534,1155,257,10,150,610,335,571,8,7,0.274,0.337,0.446,0.783
G Sizemore,CF,1101,4147,660,1098,252,47,150,518,483,952,143,47,0.265,0.349,0.457,0.806
S Dunston,SS,1814,5927,736,1597,292,62,150,668,203,1000,212,82,0.269,0.296,0.416,0.712
K Youkilis,1B,1061,3749,653,1053,254,18,150,618,539,828,26,14,0.281,0.382,0.478,0.86
M Joyce,LF,1400,3718,537,898,206,15,149,503,559,935,35,23,0.242,0.342,0.425,0.767
C Snyder,RF,1068,3656,439,902,178,13,149,488,226,992,28,19,0.247,0.291,0.425,0.716
H Brooks,OF,1645,5974,656,1608,290,31,149,824,387,1005,64,56,0.269,0.315,0.403,0.718
L Brock,LF,2616,10332,1610,3023,486,141,149,900,761,1730,938,307,0.293,0.343,0.41,0.753
N Walker,2B,1306,4583,611,1224,238,22,149,609,460,931,32,22,0.267,0.338,0.426,0.764
E Torgeson,1B,1668,4969,848,1318,215,46,149,740,980,653,133,39,0.265,0.385,0.417,0.802
W Kirkland,RF,1149,3494,443,837,134,29,148,509,323,648,52,19,0.24,0.304,0.422,0.726
S Lezcano,RF,1291,4134,560,1122,184,34,148,591,576,768,37,31,0.271,0.36,0.44,0.8
G Kelly,1B,1623,5993,819,1778,337,76,148,1020,386,694,65,43,0.297,0.342,0.452,0.794
C Maxwell,LF,1133,3245,478,856,110,26,148,532,484,545,18,7,0.264,0.36,0.451,0.811
R Hoskins,1B,667,2427,392,588,149,7,148,405,388,689,15,8,0.242,0.353,0.492,0.845
M Marshall,RF,1035,3593,433,971,173,8,148,530,247,810,26,33,0.27,0.321,0.446,0.767
R Jones,CF,1331,4415,643,1103,215,38,147,579,534,817,143,84,0.25,0.33,0.416,0.746
G Woodling,LF,1797,5587,830,1585,257,63,147,830,921,477,29,45,0.284,0.386,0.431,0.817
L Durham,1B,1067,3587,522,992,192,40,147,530,444,679,106,61,0.277,0.356,0.475,0.831
B Butler,DH,1414,5105,592,1479,322,5,147,728,500,840,5,3,0.29,0.354,0.441,0.795
M Zunino,C,853,2683,319,539,116,5,147,364,206,1029,2,4,0.201,0.272,0.412,0.684
P Alonso,1B,535,1981,314,515,91,5,147,382,227,502,10,1,0.26,0.348,0.534,0.882
J Spencer,1B,1553,4908,541,1227,179,27,146,599,407,583,11,19,0.25,0.307,0.387,0.694
C Maldonado,RF,1410,4106,498,1042,227,17,146,618,391,864,34,33,0.254,0.322,0.424,0.746
T Harper,LF,1810,6269,972,1609,256,36,146,567,753,1080,408,116,0.257,0.338,0.379,0.717
J Reddick,OF,1305,4408,597,1157,219,33,146,575,393,791,61,18,0.262,0.321,0.426,0.747
